Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
Control Scheme and Performance Analysis of Dual-Frequency Single-Phase Grid-Connected Inverter Interfaced With Weak and Distorted Grids,Robotics,EEE,Prototype,10002,Project focusing on control scheme and performance analysis of dual-frequency single-phase grid-connected inverter interfaced with weak and distorted grids.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Four Quadrant Operation of Permanent Magnet Motor,IoT,Mechanical,Product,8605,Project focusing on four quadrant operation of permanent magnet motor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",TRUE
"Power quality, continuity and load monitoring over IoT",IoT,EEE,Prototype,9253,"Project focusing on power quality, continuity and load monitoring over iot.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Induction Heating By Solar Energy with Regulated Step-up Boost Converter,Large AI,EEE,Product,10890,Project focusing on induction heating by solar energy with regulated step-up boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
An Implementation of Solar PV Array Based Multifunctional EV Charger,Simulation,EEE,Product,9528,Project focusing on an implementation of solar pv array based multifunctional ev charger.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Solar powered multipurpose Agriculture,Embedded,EEE,Prototype,8573,Project focusing on solar powered multipurpose agriculture.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Hybrid solar illumination system using fiber optics,Robotics,EEE,Prototype,10002,Project focusing on hybrid solar illumination system using fiber optics.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Patrolling Robot with Esp Cam,Robotics,EEE,Prototype,10002,Project focusing on patrolling robot with esp cam.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
IOT based College notice board using p LED display,IoT,CSE,Product,8750,Project focusing on iot based college notice board using p led display.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",TRUE
phase Line - Neutral Fault Detection IOT ESP,IoT,Civil,Prototype,6499,Project focusing on phase line - neutral fault detection iot esp.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Advanced Footstep Power Generation System Using RFID for charging,IoT,EEE,Product,9253,Project focusing on advanced footstep power generation system using rfid for charging.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Wireless power transmission for electric vehicle using solar and wind,Robotics,EEE,Product,10002,Project focusing on wireless power transmission for electric vehicle using solar and wind.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Wind and Solar Mobile and Laptop Charging Station,Robotics,EEE,Product,10002,Project focusing on wind and solar mobile and laptop charging station.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
"Voice Controlled Air Purifier, IOT based monitoring, Bacteria Killing and Sleep Assist",IoT,CSE,Prototype,8750,"Project focusing on voice controlled air purifier, iot based monitoring, bacteria killing and sleep assist.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",TRUE
Voice based hot cold-water dispenser using raspberry pi,IoT,CSE,Product,8750,Project focusing on voice based hot cold-water dispenser using raspberry pi.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",FALSE
Ventilator Using Cam Shaft Mechanism,Simulation,Mechanical,Product,9524,Project focusing on ventilator using cam shaft mechanism.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Vehicle to Grid Bidirectional Energy Transfer,Large AI,EEE,Product,10890,Project focusing on vehicle to grid bidirectional energy transfer.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Vehicle Speed Control and Accident-Avoidance System,Large AI,Medical,Product,10105,Project focusing on vehicle speed control and accident-avoidance system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Medical",FALSE
Vehicle Speed and Count Display Using Arduino,Simulation,Medical,Prototype,9524,Project focusing on vehicle speed and count display using arduino.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",TRUE
Timer Based Ultraviolet Sterilization,Machine Learning,EEE,Prototype,9801,Project focusing on timer based ultraviolet sterilization.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Thyristor Power Control of Single-Phase Induction Motor Using IR Remote,Embedded,EEE,Product,8573,Project focusing on thyristor power control of single-phase induction motor using ir remote.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Switched Capacitor Integrated (n+)-Level Step-up Single-Phase Inverter,Embedded,EEE,Product,8573,Project focusing on switched capacitor integrated (n+)-level step-up single-phase inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
State Of Charge Estimation for Electric Batteries,Machine Learning,CSE,Product,8699,Project focusing on state of charge estimation for electric batteries.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Audio Transmission using IR,Embedded,EEE,Prototype,8573,Project focusing on audio transmission using ir.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
"Solar, Wind and Grid Based Charging Station for Electric Vehicles",Machine Learning,EEE,Prototype,9801,"Project focusing on solar, wind and grid based charging station for electric vehicles.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Super Sensitive Home Security System with Auto Dials and Loud Siren,Machine Learning,ECE,Prototype,5999,Project focusing on super sensitive home security system with auto dials and loud siren.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
Solar water purification by thermal method with tidal power,Machine Learning,EEE,Prototype,9801,Project focusing on solar water purification by thermal method with tidal power.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Solar Powered Water Surface Garbage Collecting Boat,Large AI,EEE,Prototype,10890,Project focusing on solar powered water surface garbage collecting boat.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Solar powered automatic field crop protection,Embedded,EEE,Prototype,8573,Project focusing on solar powered automatic field crop protection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Solar Outdoor Air Purifier and Air Quality Monitor,Machine Learning,EEE,Product,9801,Project focusing on solar outdoor air purifier and air quality monitor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Solar Inverter Using PIC Microcontroller,Large AI,EEE,Prototype,10890,Project focusing on solar inverter using pic microcontroller.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
"Smart Shoes With GSM, GPS",Simulation,EEE,Product,9528,"Project focusing on smart shoes with gsm, gps.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Smart Buffer Stock Solution,Large AI,EEE,Product,10890,Project focusing on smart buffer stock solution.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Hybrid Trike - solar and Dynamo,Machine Learning,EEE,Product,9801,Project focusing on hybrid trike - solar and dynamo.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Smart BMS (battery management system) using raspberry pi,Simulation,CSE,Product,9524,Project focusing on smart bms (battery management system) using raspberry pi.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, CSE",FALSE
Seven-level-cascaded-multilevel-inverter,Machine Learning,EEE,Product,9801,Project focusing on seven-level-cascaded-multilevel-inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Road Crossing Robot,Robotics,ECE,Product,10501,Project focusing on road crossing robot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, ECE",TRUE
RFID Based intelligent ambulance monitoring and traffic control system,Embedded,Civil,Product,9299,Project focusing on rfid based intelligent ambulance monitoring and traffic control system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Civil",TRUE
RFID and GSM based bus pass notification system,Large AI,Civil,Prototype,7499,Project focusing on rfid and gsm based bus pass notification system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",TRUE
Power Grid Failure detection based on sensing frequency or voltage variation,Machine Learning,EEE,Prototype,9801,Project focusing on power grid failure detection based on sensing frequency or voltage variation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Plant Disease Detection Robot using ARDUINO and ESPCAM,Robotics,CSE,Product,10501,Project focusing on plant disease detection robot using arduino and espcam.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",FALSE
OTP Based Ration distribution system,Embedded,ECE,Product,8599,Project focusing on otp based ration distribution system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",TRUE
OTP Based card less Transaction using ATM,Simulation,Mechanical,Prototype,9524,Project focusing on otp based card less transaction using atm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Multi input interleaved DC-DC converter for low voltage applications,Machine Learning,Mechanical,Prototype,9037,Project focusing on multi input interleaved dc-dc converter for low voltage applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",FALSE
Luggage tracking system,Machine Learning,Civil,Product,9037,Project focusing on luggage tracking system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
L-Ball: Designing a Novel Sports Electronic Audio Ball for Visual Impairment Student,Machine Learning,ECE,Prototype,5999,Project focusing on l-ball: designing a novel sports electronic audio ball for visual impairment student.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
IOT-Based surveillance Robot,IoT,CSE,Product,8750,Project focusing on iot-based surveillance robot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",FALSE
IOT weather station using Arduino UNO,IoT,Mechanical,Prototype,8605,Project focusing on iot weather station using arduino uno.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",TRUE
IOT Solar Grass cutter,IoT,EEE,Prototype,9253,Project focusing on iot solar grass cutter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
IOT smart shopping trolley using raspberry pi,IoT,ECE,Product,8449,Project focusing on iot smart shopping trolley using raspberry pi.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",TRUE
IOT Robot with Live Human being detection and mail alert,IoT,EEE,Product,9253,Project focusing on iot robot with live human being detection and mail alert.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
"IOT Battery-Management System (BMS) and SOC, SOH Development for Electrical Vehicles",IoT,EEE,Prototype,9253,"Project focusing on iot battery-management system (bms) and soc, soh development for electrical vehicles.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
IOT based solar E-Uniform for soldiers,IoT,EEE,Prototype,9253,Project focusing on iot based solar e-uniform for soldiers.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
IOT Based Smart Home Automation System Using Sensor Node,IoT,CSE,Prototype,8750,Project focusing on iot based smart home automation system using sensor node.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",TRUE
IOT Based Real-Time Air Quality Monitoring and Prediction System Using Random Forest and Decision Tree Algorithms,IoT,Mechanical,Product,8605,Project focusing on iot based real-time air quality monitoring and prediction system using random forest and decision tree algorithms.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
IOT Based Advanced parking system for Heavy and Normal Vehicle,IoT,EEE,Product,9253,Project focusing on iot based advanced parking system for heavy and normal vehicle.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Hybrid Power Generation by Vertical Axis Wind Turbine and Solar,Robotics,EEE,Prototype,10002,Project focusing on hybrid power generation by vertical axis wind turbine and solar.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
High Efficiency Single Stage on Board Charger for Electric Vehicles,IoT,Medical,Product,6999,Project focusing on high efficiency single stage on board charger for electric vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Medical",TRUE
Grid Connected Photovoltaic System,Machine Learning,EEE,Product,9801,Project focusing on grid connected photovoltaic system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Generation of Electricity from Trash,Simulation,Civil,Prototype,9524,Project focusing on generation of electricity from trash.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Civil",FALSE
Floating Sun Tracker with Dual Axis Solar Tracker,Embedded,EEE,Product,8573,Project focusing on floating sun tracker with dual axis solar tracker.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
EV BMS with Charger Monitoring and Fire Protection,Embedded,Medical,Prototype,8632,Project focusing on ev bms with charger monitoring and fire protection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Medical",TRUE
EMI Based mobile charger with wind power,Robotics,EEE,Product,10002,Project focusing on emi based mobile charger with wind power.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Design Of Intelligent Cloud Based Remote Electricity Metering and Billing System,Large AI,Mechanical,Prototype,10105,Project focusing on design of intelligent cloud based remote electricity metering and billing system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Mechanical",TRUE
Design And Implementation of Intelligent Energy Distribution Management with Photovoltaic System,Machine Learning,ECE,Prototype,5999,Project focusing on design and implementation of intelligent energy distribution management with photovoltaic system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
Density Based Traffic Light Control System Using Raspberry Pi and CNN,Simulation,Mechanical,Prototype,9524,Project focusing on density based traffic light control system using raspberry pi and cnn.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
Colling of solar panel by peltier Effect,Large AI,EEE,Prototype,10890,Project focusing on colling of solar panel by peltier effect.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Collision avoidance and stabilization for autonomous vehicles,Robotics,CSE,Prototype,10501,Project focusing on collision avoidance and stabilization for autonomous vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",TRUE
BUS Monitoring with SMS alerts using IoT Technology,IoT,Mechanical,Product,8605,Project focusing on bus monitoring with sms alerts using iot technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",TRUE
Bus for physically challenged,Embedded,ECE,Prototype,8599,Project focusing on bus for physically challenged.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",TRUE
Bomb diffusion wireless controlled War field Robot,Robotics,CSE,Prototype,10501,Project focusing on bomb diffusion wireless controlled war field robot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",FALSE
Bluetooth Based Automatic Solar Grass Cutter Using Scalable Patterns,Simulation,EEE,Prototype,9528,Project focusing on bluetooth based automatic solar grass cutter using scalable patterns.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Bidirectional power Converter for Electric Vehicle with Battery Charging and smart battery management system,Machine Learning,EEE,Prototype,9801,Project focusing on bidirectional power converter for electric vehicle with battery charging and smart battery management system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
A Framework for the emerging smart infrastructure in the IOT Era,IoT,Civil,Product,6499,Project focusing on a framework for the emerging smart infrastructure in the iot era.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Automatic Vehicle Parking for Effective Area Utilizer,Robotics,EEE,Prototype,10002,Project focusing on automatic vehicle parking for effective area utilizer.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Automatic Tariff Calculation with Wireless Energy Meter,Robotics,Mechanical,Prototype,12499,Project focusing on automatic tariff calculation with wireless energy meter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
Automatic Fire Extinguishing Robot Automatic Pill Dispenser,Robotics,Medical,Prototype,10501,Project focusing on automatic fire extinguishing robot automatic pill dispenser.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",TRUE
Automated Aeroponics System,Large AI,CSE,Prototype,10105,Project focusing on automated aeroponics system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, CSE",FALSE
APDS Gesture Based Home Automation system using Arduino,Embedded,Medical,Prototype,8632,Project focusing on apds gesture based home automation system using arduino.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Medical",TRUE
Agriculture Pesticides Spraying and Weed Cutting Robot,Robotics,CSE,Prototype,10501,Project focusing on agriculture pesticides spraying and weed cutting robot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",TRUE
Advanced Traffic Violation Control and Penalty System using IoT and Image Processing Techniques,IoT,Medical,Prototype,6999,Project focusing on advanced traffic violation control and penalty system using iot and image processing techniques.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Medical",TRUE
Accident Prevention System for vehicles in hill Area,IoT,Mechanical,Prototype,8605,Project focusing on accident prevention system for vehicles in hill area.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Unified Closed-loop Control and Parameters Design of Buck Current-Fed Isolated DC-DC converter with Constant Power Load,Robotics,EEE,Product,10002,Project focusing on unified closed-loop control and parameters design of buck current-fed isolated dc-dc converter with constant power load.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Tranformation of Wind Turbine Power Curves using the Statistics of the Wind Process,IoT,EEE,Prototype,9253,Project focusing on tranformation of wind turbine power curves using the statistics of the wind process.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Switching Cell Buck-Boost AC AC Converter with Common-Ground and Non Inverting or Inverting Operations,Embedded,Civil,Prototype,9299,Project focusing on switching cell buck-boost ac ac converter with common-ground and non inverting or inverting operations.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Civil",FALSE
Study on the Optimal Configuration of a Wind-Solar- Battery-Fuel Cell System Based Power Supply,Embedded,EEE,Prototype,8573,Project focusing on study on the optimal configuration of a wind-solar- battery-fuel cell system based power supply.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Simple Capacitor Voltage Balancing for Three-Level NPC Inverter using Discontinuous PWM Method with Hysteresis Neutral-Point Error Band,IoT,EEE,Prototype,9253,Project focusing on simple capacitor voltage balancing for three-level npc inverter using discontinuous pwm method with hysteresis neutral-point error band.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Scalar and Vector Controlled Infinite Level Inverter (ILI) Topology Fed Open-Ended Three-Phase Induction Motor,IoT,EEE,Product,9253,Project focusing on scalar and vector controlled infinite level inverter (ili) topology fed open-ended three-phase induction motor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Pseudo DC-Link EV Home Charger with a High Semiconductor Device Utilization Factor,Machine Learning,CSE,Product,8699,Project focusing on pseudo dc-link ev home charger with a high semiconductor device utilization factor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Protecting Distribution Systems With Inverter-interfaced PV Plants Using Q-Axis Components,Embedded,EEE,Product,8573,Project focusing on protecting distribution systems with inverter-interfaced pv plants using q-axis components.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Performance Imporvement on Reception Confirmation Messages in Bluetooth Mesh Networks,IoT,ECE,Product,8449,Project focusing on performance imporvement on reception confirmation messages in bluetooth mesh networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",FALSE
Partial Discharges in Electrical Machines For the More Electric Aircraft Part,Machine Learning,EEE,Prototype,9801,Project focusing on partial discharges in electrical machines for the more electric aircraft part.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Optimized Reactive Power Capability of Wind Power Plants with Tap-Changing Transformers,Machine Learning,EEE,Product,9801,Project focusing on optimized reactive power capability of wind power plants with tap-changing transformers.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Multi-Source and Temporal Attention Network for Probabilistic Wind Power Prediction,Simulation,EEE,Prototype,9528,Project focusing on multi-source and temporal attention network for probabilistic wind power prediction.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Integrated Modulation of Dual-Parallel Three-Level Inverters with Reduced Common Mode Voltage and Circulating Current,IoT,EEE,Prototype,9253,Project focusing on integrated modulation of dual-parallel three-level inverters with reduced common mode voltage and circulating current.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
High-Gain Bidirectional Quadratic DC-DC Converter Based on Coupled Inductor With Current Ripple Reduction Capability,Machine Learning,CSE,Prototype,8699,Project focusing on high-gain bidirectional quadratic dc-dc converter based on coupled inductor with current ripple reduction capability.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",FALSE
High-Efficient Electrolytic-Capacitor-less Off-Line LED Driver with reduced Power Processing,Machine Learning,EEE,Prototype,9801,Project focusing on high-efficient electrolytic-capacitor-less off-line led driver with reduced power processing.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Grid Frequency regulation Based on Point of Common Coupling (PCC) Angle Deviation Control of Distrubution Energy resources with Fully Active Hybrid Energy Storage System,Large AI,EEE,Prototype,10890,Project focusing on grid frequency regulation based on point of common coupling (pcc) angle deviation control of distrubution energy resources with fully active hybrid energy storage system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Enhanced SIzing Methodology for the Renewable Energy Sources and the Battery Storage System in a Nearly Zero Energy Building,Simulation,Mechanical,Prototype,9524,Project focusing on enhanced sizing methodology for the renewable energy sources and the battery storage system in a nearly zero energy building.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
"Electric Drive Technology Trands, Challenges, and Opportunities for future Electric Vechicles",Simulation,Medical,Product,9524,"Project focusing on electric drive technology trands, challenges, and opportunities for future electric vechicles.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",TRUE
Dynamic Analysis of Multimode Buck-Boost Converter an LPV System Model Point of View,Robotics,Mechanical,Prototype,12499,Project focusing on dynamic analysis of multimode buck-boost converter an lpv system model point of view.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
Drone-Based Ceramic Insulators Condition Monitoring,Simulation,Mechanical,Product,9524,Project focusing on drone-based ceramic insulators condition monitoring.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
Design and Implementation of a High-Power DC or DC Converter for HVDC Interconnections with Wide DC Voltage Range and Fault-Blocking Capability,Large AI,EEE,Product,10890,Project focusing on design and implementation of a high-power dc or dc converter for hvdc interconnections with wide dc voltage range and fault-blocking capability.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Design and Analysis of Two-switch Based Enhanced Gain Buck-Boost Converters,Machine Learning,Civil,Product,9037,Project focusing on design and analysis of two-switch based enhanced gain buck-boost converters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",TRUE
Computationally Efficient Energy Management for Hybird Electric Vehicles Using Model Predictive Control and Vehicle-to-Vehicle Communicaiton,Machine Learning,EEE,Product,9801,Project focusing on computationally efficient energy management for hybird electric vehicles using model predictive control and vehicle-to-vehicle communicaiton.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Bridgeless Isolated Zeta-Luo Converter-Based EV Charger with PF Preregulation,Embedded,CSE,Prototype,6499,Project focusing on bridgeless isolated zeta-luo converter-based ev charger with pf preregulation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, CSE",FALSE
Bidirectional ZVS Buck-Boost Converter with Single Auxiliary Switch and Continuous Current at Low Voltage Source,IoT,Mechanical,Prototype,8605,Project focusing on bidirectional zvs buck-boost converter with single auxiliary switch and continuous current at low voltage source.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",TRUE
Bidirectional Soft Switching push-pull Resonant Converter Over Wide Range of Battery Voltages,Embedded,ECE,Product,8599,Project focusing on bidirectional soft switching push-pull resonant converter over wide range of battery voltages.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",FALSE
Analysis and Design of Interleaved DCM Buck-Boost Derived Three-Phase PFC Converter for MEA,Embedded,Mechanical,Prototype,12500,Project focusing on analysis and design of interleaved dcm buck-boost derived three-phase pfc converter for mea.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",TRUE
Analysis and Control of Pseduo Quadratic Buck-Boost Converter,Machine Learning,Civil,Product,9037,Project focusing on analysis and control of pseduo quadratic buck-boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
An Si MOSFET-Based High-Power Wireless EV Charger With a WIde ZVS Operating Range,Simulation,EEE,Prototype,9528,Project focusing on an si mosfet-based high-power wireless ev charger with a wide zvs operating range.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Adaptive Damping Control of Subsynchronous oscillation in DFIG-Based Wind Farms Connected to Series-Compensated Network,Machine Learning,ECE,Product,5999,Project focusing on adaptive damping control of subsynchronous oscillation in dfig-based wind farms connected to series-compensated network.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",TRUE
Adaptive Current Control for a Bidirectional Interleaved EV Charger with Disturbance,Simulation,Mechanical,Product,9524,Project focusing on adaptive current control for a bidirectional interleaved ev charger with disturbance.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
A Three-Phase Semi-Single Stage PV Inverter with Voltage Boosting and Leakage Current Minimization,Simulation,EEE,Product,9528,Project focusing on a three-phase semi-single stage pv inverter with voltage boosting and leakage current minimization.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
A Soft-Switching Interleaved Buck-Boost LED Driver with Coupled Inductor,Simulation,ECE,Product,9499,Project focusing on a soft-switching interleaved buck-boost led driver with coupled inductor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, ECE",TRUE
A Health-oriented Power Control Strategy of Direct Drive Wind Turbine,Machine Learning,EEE,Prototype,9801,Project focusing on a health-oriented power control strategy of direct drive wind turbine.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Flexible Voltage Boosting,Robotics,CSE,Product,10501,Project focusing on flexible voltage boosting.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",FALSE
A Cascaded Half-Bridge Three-Level Inverter with An Inducive DC-Link for,IoT,EEE,Prototype,9253,Project focusing on a cascaded half-bridge three-level inverter with an inducive dc-link for.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Solar Wireless Sensor Nodes for Condition Monitoring of Freight Trains,Machine Learning,EEE,Product,9801,Project focusing on solar wireless sensor nodes for condition monitoring of freight trains.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
